num,,
j2_37_1_,Onion(kg),
j2_37_2,Onion(L),
j2_38_1_,Garlic(kg),
j2_38_2,Garlic(L),
j2_39_1_,Eggplant and marrow(kg),
j2_39_2,Eggplant and marrow(L),
j2_40_1_,Green beans(kg),
j2_40_2,Green beans(L),
j2_41_1_,Other vegetables (kg),
j2_41_2,Other vegetables (L),
j2_42_2,Sugar(kg),
j2_42_1_,Sugar(L),
j2_43_1_,Honey(kg),
j2_43_2,Honey(L),
j2_44_1_,Churchkhela [Georgian delights] (kg),
j2_44_2,Churchkhela [Georgian delights] (L),
j2_45_1_,Jams(kg),
j2_45_2,Jams(L),
j2_46_1_,"Cakes, ice cream(kg)",
j2_46_2,"Cakes, ice cream(L)",
j2_47_1_,Rolls or pies(kg),
j2_47_2,Rolls or pies(L),
j2_48_1_,"Chocolate, sweets(kg)",
j2_48_2,"Chocolate, sweets(L)",
j2_49_1_,Kissel(kg),
j2_49_2,Kissel(L),
j2_50_1_,Mayonnaise(kg),
j2_50_2,Mayonnaise(L),
j2_51_1_,"Tea, coffee(kg)",
j2_51_2,"Tea, coffee(L)",
j2_52_1_,Other confectionery(kg),
j2_52_2,Other confectionery(L),
j2_53_1_,Cigarettes(box),
j2_53_2,Cigarettes(box),
j2_54_1_,"Coca-cola, Fanta, lemonade, juices(l)",
j2_54_2,"Coca-cola, Fanta, lemonade, juices(L)",
j2_55_1_,Mineral water(l),
j2_55_2,Mineral water(L),
j2_56_1_,Wine(l),
j2_56_2,Wine(L),
j2_57_1_,"vodka, brandy, liqueur(l)",
j2_57_2,"vodka, brandy, liqueur(L)",
j2_58_1_,Beer(l),
j2_58_2,Beer(L),
j2_59_1_,Other beverages(l),
j2_59_2,Other beverages(L),
j2_60_1_,"Apple, pear, peach, nectarine(kg)",
j2_60_2,"Apple, pear, peach, nectarine(L)",
j2_61_1_,Plums and prunes(kg),
j2_61_2,Plums and prunes(L),
j2_62_1_,Cherries(kg),
j2_62_2,Cherries(L),
j2_63_1_,"Tangerine, orange, lemon(kg)",
j2_63_2,"Tangerine, orange, lemon(L)",
j2_64_1_,Persimmon(kg),
j2_64_2,Persimmon(L),
j2_65_1_,"Fig, pomegranate(kg)",
j2_65_2,"Fig, pomegranate(L)",
j2_66_1_,Grape(kg),
j2_66_2,Grape(L),
j2_67_1_,"Banana, pineapple, etc. (kg)",
j2_67_2,"Banana, pineapple, etc. (L)",
j2_68_1_,Berries(kg),
j2_68_2,Berries(L),
j2_69_1_,Walnut (without shell) (kg),
j2_69_2,Walnut (without shell) (L),
j2_70_1_,Hazelnut (without shell) (kg),
j2_70_2,Hazelnut (without shell) (L),
j2_71_1_,Sunflower seeds(kg),
j2_71_2,Sunflower seeds(L),
j2_72_1_,Hippi(kg),
j2_72_2,Hippi(L),
j2_73_1_,Humana(kg),
j2_73_2,Humana(L),
j2_74_1_,Nani(kg),
j2_74_2,Nani(L),
j2_75_1_,Malish(kg),
j2_75__1,Malish(L),
j2_76_1_,Other baby food(kg),
j2_76__1,Other baby food(L),
j3_1_1,Wheat flour(kg),
j3_2_1,Corn flour(kg),
j3_3_1,"Beans, peas, etc. (kg)",
j3_4_1,Rice(kg),
j3_5_1,"Buckwheat, semolina(kg)",
j3_6_1,Pasta (kg),
j3_7_1,Bread (purchased) (kg),
j3_8_1,Poultry meat(kg),
j3_9_1,Beef or pork(kg),
j3_10_1_,"Bacon, ham, lard, etc. (kg)",
j3_11_1_,Sausages(kg),
j3_12_1_,Animal fat(kg),
j3_12_ot,Other(kg),
j3_13_1_,Fresh or frozen fish(kg),
j3_14_1_,"Salted, smoked fish(kg)",
j3_15_1_,Caviar(kg),
j3_16_1_,Milk(l),
j3_17_1_,"Milk powder, canned milk (condensed) (kg)",
j3_18_1_,Cheese(kg),
j3_19_1_,"Kefir, yoghurt(kg)",
j3_20_1_,"Sour cream, cottage cheese, curd(kg)",
j3_21_1_,Eggs(pieces),
j3_22_1_,Butter (including melted) (kg),
j3_23_1_,Margarine and vegetable fats(kg),
j3_24_1_,Vegetable oils and other fats(l),
j3_25_1_,Canned meat(kg),
j3_26_1_,Canned fish(kg),
j3_27_1_,Canned vegetables(kg),
j3_28_1_,Canned fruit(kg),
j3_29_1_,Sauces(l),
j3_30_1_,"Mushrooms, canned mushrooms(kg)",
j3_31_1_,"Melon, water-melon(kg)",
j3_32_1_,Pumpkin(kg),
j3_33_1_,Potato(kg),
j3_34_1_,"Carrot, beet, cabbage(kg)",
j3_35_1_,"Tomato, cucumber(kg)",
j3_36_1_,"Green onion, greenery, radish(kg)",
j3_37_1_,Onion(kg),
j3_38_1_,Garlic(kg),
j3_39_1_,Eggplant and marrow(kg),
j3_40_1_,Green beans(kg),
j3_41_1_,Other vegetables and melons(kg),
j3_42_1_,Sugar(kg),
j3_43_1_,Honey(kg),
j3_44_1_,Churchkhela(kg),
j3_45_1_,Jams(kg),
j3_46_1_,"Cakes, ice cream(kg)",
j3_47_1_,Rolls or pies(kg),
j3_48_1_,"Chocolate, sweets(kg)",
j3_49_1_,Kissel(kg),
j3_50_1_,Mayonnaise(kg),
j3_51_1_,"Tea, coffee(kg)",
j3_52_1_,Other confectionery(kg),
j3_53_1_,Cigarettes(boxes),
j3_54_1_,"Coca-cola, Fanta, lemonade, juices(l)",
j3_55_1_,Mineral water(l),
j3_56_1_,Wine(l),
j3_57_1_,"Vodka, brandy, liqueur(l)",
j3_58_1_,Beer(l),
j3_59_1_,Other beverages(l),
j3_60_1_,"Apple, pear, peach, nectarine(kg)",
j3_61_1_,Plums and prunes(kg),
j3_62_1_,Cherries(kg),
j3_63_1_,"Tangerine, orange, lemon(kg)",
j3_64_1_,Persimmon(kg),
j3_65_1_,"Fig, pomegranate(kg)",
j3_66_1_,Grapes (kg),
j3_67_1_,"Banana, pineapple etc. (kg)",
j3_68_1_,Berries(kg),
j3_69_1_,Walnut (without shell) (kg),
j3_70_1_,Hazelnut (without shell) (kg),
j3_71_1_,Sunflower seeds(kg),
j3_72_1_,Hippi(kg),
j3_73_1_,Humana(kg),
j3_74_1_,Nani(kg),
j3_75_1_,Malish(kg),
j3_76_1_,Other baby food(kg),
j4_1_1,"Daily expenditure on eating out, in GEL",
j5_1_1,"Daily expenditure on non-food goods and services, in GEL",
j6_1_1,Indicate how many household members had lunch and how many  - At home,
j6_1_2,Indicate how many household members had lunch and how many - Outside home,j6_1_2
j7_1_1,"Indicate how many non-household members had lunch, and how many, in the househol",
k1,General assessment of the state of the household's dwelling,k1
k2,General assessment of economic situation of the household,k2
k3_1,Regular incomes (D1),k3_1
k3_2,Non-regular incomes (D2),k3_2
k3_3,Annual expemditure on non-food items (J1),k3_3
k3_4,Daily food expenditure (J2),k3_4
k3_5,Daily food consumption (JI3),k3_5
k3_6,Daily expenditure out of home (J4-J5),k3_6
k3_7,Number of person-meals at home (J6-J7),k3_7
k4,How daily expenditures were recorded,k4
k5,How easy was it to interview the household?,k5
reg,Region,reg
UR,Urban or Rural,UR
stratum,,
cluster,,
mount,Mountain or Lowland,mount
W1F,Weight for completely filled questionaires,
COMPLET,How the questionnaire was completed?,COMPLET
FOOD_EXP,Monthly expenditure on eating in the household,
LTNF_EXP,Monthly long-term nonfood expenditure,
EDU_EXP,Monthly education expenditure,
HC_EXP,Monthly health care expenditure,
FD_O_EXP,Monthly expenditure on eating out of home,
CNF_EXP,Monthly  current nonfood expenditure,
TOT_EXP,Monthly consumption expenditure,
fs,Family size,
eqadult,Number of equivalent adults,
EA_SC08,Number of equivalent adults with scale effect,
EXP_EA08,Consumption per equivalent adult with scale effect,
_merge,,_merge
indicator_below_extreme,,
indicator_below_official,,
indicator_below_general,,
